,0,1,2,3,4,5
2250,7.0,11.0,5.0,12.0,3.0,0.0
2251,1.0,12.0,7.0,11.0,6.0,1.0
2252,9.0,11.0,4.0,12.0,4.0,0.0
2253,3.0,12.0,5.0,11.0,2.0,1.0
2254,4.0,10.0,3.0,12.0,7.0,1.0
2255,7.0,12.0,0.0,10.0,8.0,0.0
2256,6.0,11.0,6.0,12.0,0.0,1.0
2257,3.0,11.0,2.0,12.0,1.0,1.0
2258,2.0,10.0,6.0,12.0,7.0,0.0
2259,9.0,11.0,5.0,12.0,4.0,1.0
2260,4.0,10.0,0.0,12.0,3.0,0.0
2261,0.0,12.0,7.0,11.0,7.0,1.0
2262,8.0,11.0,7.0,12.0,1.0,1.0
2263,1.0,12.0,1.0,11.0,1.0,0.0
2264,4.0,11.0,0.0,12.0,3.0,0.0
2265,1.0,10.0,3.0,12.0,3.0,0.0
2266,6.0,11.0,2.0,12.0,3.0,0.0
2267,5.0,10.0,1.0,12.0,5.0,0.0
2268,3.0,11.0,2.0,12.0,0.0,0.0
2269,2.0,11.0,2.0,12.0,1.0,0.0
2270,2.0,10.0,3.0,12.0,5.0,1.0
2271,3.0,12.0,0.0,10.0,1.0,0.0
2272,9.0,11.0,3.0,12.0,7.0,0.0
2273,4.0,11.0,1.0,12.0,2.0,0.0
2274,2.0,12.0,0.0,10.0,2.0,1.0
2275,6.0,11.0,1.0,12.0,5.0,1.0
2276,3.0,10.0,3.0,12.0,6.0,1.0
2277,3.0,11.0,1.0,12.0,2.0,1.0
2278,9.0,11.0,5.0,12.0,4.0,1.0
2279,0.0,12.0,5.0,11.0,5.0,1.0
2280,8.0,12.0,0.0,10.0,9.0,0.0
2281,6.0,11.0,5.0,12.0,0.0,0.0
2282,5.0,11.0,3.0,12.0,1.0,0.0
2283,5.0,10.0,2.0,12.0,7.0,1.0
2284,1.0,10.0,4.0,12.0,4.0,0.0
2285,9.0,11.0,5.0,12.0,4.0,1.0
2286,9.0,11.0,2.0,12.0,7.0,1.0
2287,2.0,10.0,4.0,12.0,6.0,1.0
2288,0.0,10.0,3.0,12.0,2.0,0.0
2289,4.0,12.0,1.0,10.0,5.0,0.0
2290,2.0,10.0,3.0,12.0,5.0,1.0
2291,8.0,11.0,2.0,12.0,5.0,0.0
2292,8.0,11.0,8.0,12.0,1.0,0.0
2293,5.0,10.0,0.0,12.0,5.0,1.0
2294,4.0,11.0,4.0,12.0,0.0,1.0
2295,9.0,11.0,5.0,12.0,4.0,1.0
2296,8.0,12.0,7.0,10.0,0.0,0.0
2297,3.0,12.0,2.0,10.0,2.0,0.0
2298,4.0,12.0,9.0,11.0,5.0,1.0
2299,3.0,10.0,3.0,12.0,5.0,0.0
2300,9.0,11.0,1.0,12.0,8.0,1.0
2301,1.0,12.0,3.0,11.0,2.0,1.0
2302,5.0,10.0,3.0,12.0,8.0,1.0
2303,4.0,10.0,5.0,12.0,9.0,1.0
2304,6.0,12.0,9.0,11.0,4.0,0.0
2305,3.0,11.0,2.0,12.0,1.0,1.0
2306,4.0,11.0,1.0,12.0,4.0,0.0
2307,6.0,10.0,1.0,12.0,7.0,1.0
2308,0.0,10.0,1.0,12.0,0.0,0.0
2309,7.0,12.0,1.0,10.0,6.0,1.0
2310,3.0,12.0,5.0,11.0,1.0,0.0
2311,5.0,12.0,0.0,10.0,4.0,0.0
2312,6.0,11.0,3.0,12.0,3.0,1.0
2313,7.0,10.0,1.0,12.0,8.0,1.0
2314,0.0,10.0,1.0,12.0,0.0,0.0
2315,8.0,11.0,3.0,12.0,5.0,1.0
2316,3.0,10.0,2.0,12.0,5.0,1.0
2317,3.0,11.0,2.0,12.0,0.0,0.0
2318,8.0,12.0,8.0,11.0,0.0,1.0
2319,6.0,11.0,0.0,12.0,6.0,1.0
2320,3.0,10.0,0.0,12.0,3.0,1.0
2321,2.0,12.0,1.0,11.0,0.0,0.0
2322,7.0,10.0,1.0,12.0,8.0,1.0
2323,1.0,12.0,5.0,11.0,3.0,0.0
2324,4.0,11.0,0.0,12.0,4.0,1.0
2325,7.0,11.0,0.0,12.0,7.0,1.0
2326,8.0,11.0,2.0,12.0,6.0,1.0
2327,8.0,12.0,9.0,11.0,2.0,0.0
2328,4.0,12.0,6.0,10.0,0.0,0.0
2329,9.0,11.0,6.0,12.0,2.0,0.0
2330,9.0,11.0,0.0,12.0,8.0,0.0
2331,6.0,12.0,0.0,10.0,4.0,0.0
2332,3.0,12.0,4.0,10.0,0.0,0.0
2333,7.0,11.0,5.0,12.0,2.0,1.0
2334,1.0,10.0,7.0,12.0,9.0,0.0
2335,7.0,12.0,0.0,10.0,6.0,0.0
2336,5.0,12.0,2.0,10.0,2.0,0.0
2337,6.0,10.0,1.0,12.0,6.0,0.0
2338,9.0,12.0,6.0,10.0,3.0,1.0
2339,2.0,12.0,5.0,11.0,2.0,0.0
2340,3.0,10.0,0.0,12.0,2.0,0.0
2341,3.0,10.0,1.0,12.0,3.0,0.0
2342,7.0,12.0,6.0,10.0,1.0,1.0
2343,4.0,11.0,1.0,12.0,3.0,1.0
2344,7.0,10.0,0.0,12.0,6.0,0.0
2345,5.0,11.0,2.0,12.0,3.0,1.0
2346,2.0,11.0,0.0,12.0,2.0,1.0
2347,3.0,10.0,2.0,12.0,5.0,1.0
2348,0.0,10.0,0.0,12.0,1.0,0.0
2349,7.0,11.0,4.0,12.0,3.0,1.0
2350,2.0,12.0,7.0,11.0,5.0,1.0
2351,7.0,11.0,6.0,12.0,1.0,1.0
2352,1.0,10.0,1.0,12.0,2.0,1.0
2353,0.0,10.0,7.0,12.0,7.0,1.0
2354,3.0,10.0,1.0,12.0,5.0,0.0
2355,8.0,12.0,7.0,10.0,2.0,0.0
2356,7.0,12.0,7.0,10.0,0.0,1.0
2357,0.0,11.0,0.0,12.0,1.0,0.0
2358,3.0,10.0,4.0,12.0,6.0,0.0
2359,7.0,11.0,4.0,12.0,3.0,1.0
2360,8.0,12.0,8.0,10.0,0.0,1.0
2361,5.0,10.0,3.0,12.0,9.0,0.0
2362,2.0,12.0,8.0,11.0,6.0,1.0
2363,4.0,10.0,2.0,12.0,5.0,0.0
2364,9.0,11.0,0.0,12.0,9.0,1.0
2365,6.0,10.0,0.0,12.0,8.0,0.0
2366,9.0,11.0,6.0,12.0,2.0,0.0
2367,0.0,11.0,0.0,12.0,0.0,1.0
2368,8.0,12.0,3.0,10.0,5.0,1.0
2369,2.0,10.0,2.0,12.0,3.0,0.0
2370,9.0,11.0,8.0,12.0,0.0,0.0
2371,0.0,10.0,9.0,12.0,8.0,0.0
2372,1.0,12.0,5.0,11.0,4.0,1.0
2373,3.0,10.0,0.0,12.0,3.0,1.0
2374,2.0,12.0,0.0,10.0,1.0,0.0
2375,4.0,12.0,8.0,11.0,4.0,1.0
2376,6.0,11.0,3.0,12.0,4.0,0.0
2377,6.0,12.0,9.0,11.0,2.0,0.0
2378,6.0,12.0,4.0,10.0,3.0,0.0
2379,3.0,12.0,3.0,11.0,0.0,1.0
2380,2.0,11.0,2.0,12.0,0.0,1.0
2381,2.0,10.0,6.0,12.0,8.0,1.0
2382,9.0,11.0,9.0,12.0,0.0,1.0
2383,0.0,10.0,6.0,12.0,6.0,1.0
2384,6.0,11.0,0.0,12.0,6.0,1.0
2385,4.0,12.0,7.0,11.0,3.0,1.0
2386,4.0,11.0,3.0,12.0,2.0,0.0
2387,1.0,10.0,0.0,12.0,1.0,1.0
2388,1.0,12.0,4.0,11.0,3.0,1.0
2389,7.0,11.0,0.0,12.0,7.0,1.0
2390,5.0,12.0,7.0,11.0,2.0,1.0
2391,0.0,10.0,8.0,12.0,7.0,0.0
2392,7.0,12.0,1.0,10.0,5.0,0.0
2393,1.0,12.0,2.0,11.0,1.0,1.0
2394,1.0,10.0,6.0,12.0,6.0,0.0
2395,6.0,12.0,5.0,10.0,1.0,1.0
2396,6.0,11.0,5.0,12.0,0.0,0.0
2397,6.0,12.0,7.0,11.0,0.0,0.0
2398,2.0,10.0,4.0,12.0,6.0,1.0
2399,1.0,10.0,3.0,12.0,4.0,1.0
2400,5.0,12.0,2.0,10.0,3.0,1.0
2401,3.0,10.0,1.0,12.0,3.0,0.0
2402,7.0,12.0,7.0,11.0,1.0,0.0
2403,1.0,10.0,0.0,12.0,0.0,0.0
2404,9.0,12.0,1.0,10.0,8.0,1.0
2405,7.0,12.0,1.0,10.0,6.0,1.0
2406,5.0,10.0,1.0,12.0,6.0,1.0
2407,3.0,11.0,3.0,12.0,0.0,1.0
2408,9.0,12.0,9.0,11.0,0.0,1.0
2409,6.0,12.0,1.0,10.0,5.0,1.0
2410,6.0,11.0,1.0,12.0,4.0,0.0
2411,3.0,10.0,5.0,12.0,9.0,0.0
2412,4.0,11.0,2.0,12.0,2.0,1.0
2413,4.0,10.0,5.0,12.0,9.0,1.0
2414,0.0,10.0,1.0,12.0,1.0,1.0
2415,6.0,11.0,1.0,12.0,6.0,0.0
2416,3.0,11.0,2.0,12.0,1.0,1.0
2417,7.0,11.0,5.0,12.0,1.0,0.0
2418,7.0,12.0,2.0,10.0,7.0,0.0
2419,8.0,12.0,1.0,10.0,7.0,1.0
2420,1.0,12.0,2.0,10.0,0.0,0.0
2421,9.0,11.0,5.0,12.0,5.0,0.0
2422,8.0,10.0,1.0,12.0,8.0,0.0
2423,7.0,10.0,0.0,12.0,7.0,1.0
2424,9.0,12.0,1.0,10.0,6.0,0.0
2425,3.0,11.0,3.0,12.0,1.0,0.0
2426,5.0,10.0,0.0,12.0,5.0,1.0
2427,2.0,10.0,6.0,12.0,8.0,1.0
2428,9.0,11.0,2.0,12.0,6.0,0.0
2429,1.0,10.0,6.0,12.0,6.0,0.0
2430,6.0,11.0,2.0,12.0,4.0,1.0
2431,8.0,11.0,5.0,12.0,3.0,1.0
2432,7.0,12.0,7.0,11.0,0.0,1.0
2433,1.0,12.0,8.0,11.0,7.0,1.0
2434,2.0,10.0,7.0,12.0,8.0,0.0
2435,4.0,12.0,2.0,10.0,2.0,1.0
2436,5.0,10.0,1.0,12.0,6.0,1.0
2437,0.0,10.0,3.0,12.0,2.0,0.0
2438,4.0,10.0,9.0,12.0,9.0,0.0
2439,1.0,11.0,0.0,12.0,1.0,1.0
2440,4.0,11.0,2.0,12.0,2.0,1.0
2441,2.0,12.0,5.0,11.0,3.0,1.0
2442,6.0,12.0,3.0,10.0,2.0,0.0
2443,8.0,12.0,4.0,10.0,3.0,0.0
2444,9.0,11.0,8.0,12.0,2.0,0.0
2445,0.0,10.0,1.0,12.0,1.0,1.0
2446,3.0,10.0,5.0,12.0,8.0,1.0
2447,3.0,10.0,0.0,12.0,4.0,0.0
2448,9.0,11.0,6.0,12.0,3.0,1.0
2449,5.0,10.0,1.0,12.0,6.0,1.0
2450,0.0,10.0,9.0,12.0,9.0,1.0
2451,5.0,10.0,1.0,12.0,8.0,0.0
2452,6.0,11.0,3.0,12.0,3.0,1.0
2453,9.0,11.0,2.0,12.0,8.0,0.0
2454,8.0,12.0,8.0,10.0,1.0,0.0
2455,0.0,10.0,8.0,12.0,8.0,1.0
2456,7.0,11.0,3.0,12.0,4.0,1.0
2457,6.0,10.0,2.0,12.0,9.0,0.0
2458,3.0,10.0,2.0,12.0,4.0,0.0
2459,3.0,10.0,2.0,12.0,5.0,1.0
2460,2.0,11.0,0.0,12.0,1.0,0.0
2461,4.0,11.0,3.0,12.0,2.0,0.0
2462,1.0,10.0,0.0,12.0,1.0,1.0
2463,6.0,11.0,3.0,12.0,2.0,0.0
2464,1.0,10.0,2.0,12.0,3.0,1.0
2465,0.0,10.0,8.0,12.0,6.0,0.0
2466,9.0,11.0,2.0,12.0,7.0,1.0
2467,3.0,10.0,4.0,12.0,7.0,1.0
2468,8.0,11.0,0.0,12.0,7.0,0.0
2469,2.0,11.0,1.0,12.0,0.0,0.0
2470,6.0,10.0,3.0,12.0,8.0,0.0
2471,2.0,11.0,2.0,12.0,0.0,1.0
2472,0.0,10.0,9.0,12.0,9.0,1.0
2473,9.0,12.0,9.0,11.0,0.0,1.0
2474,7.0,11.0,5.0,12.0,2.0,1.0
2475,8.0,11.0,3.0,12.0,5.0,1.0
2476,4.0,11.0,4.0,12.0,1.0,0.0
2477,8.0,12.0,3.0,10.0,6.0,0.0
2478,6.0,11.0,2.0,12.0,4.0,1.0
2479,9.0,11.0,8.0,12.0,1.0,1.0
2480,7.0,11.0,1.0,12.0,5.0,0.0
2481,7.0,12.0,9.0,11.0,1.0,0.0
2482,3.0,12.0,9.0,11.0,5.0,0.0
2483,9.0,11.0,1.0,12.0,9.0,0.0
2484,7.0,10.0,2.0,12.0,8.0,0.0
2485,8.0,12.0,2.0,10.0,6.0,1.0
2486,9.0,12.0,9.0,11.0,0.0,1.0
2487,6.0,10.0,1.0,12.0,6.0,0.0
2488,8.0,12.0,6.0,10.0,2.0,1.0
2489,8.0,12.0,4.0,10.0,4.0,1.0
2490,3.0,10.0,6.0,12.0,8.0,0.0
2491,4.0,12.0,0.0,10.0,4.0,1.0
2492,0.0,10.0,8.0,12.0,6.0,0.0
2493,7.0,11.0,1.0,12.0,6.0,1.0
2494,8.0,12.0,3.0,10.0,6.0,0.0
2495,6.0,10.0,1.0,12.0,6.0,0.0
2496,2.0,10.0,6.0,12.0,8.0,1.0
2497,8.0,11.0,0.0,12.0,7.0,0.0
2498,6.0,12.0,2.0,10.0,4.0,1.0
2499,2.0,10.0,0.0,12.0,2.0,1.0
2500,3.0,10.0,4.0,12.0,7.0,1.0
2501,9.0,12.0,0.0,10.0,9.0,1.0
2502,3.0,10.0,0.0,12.0,1.0,0.0
2503,1.0,10.0,4.0,12.0,4.0,0.0
2504,5.0,12.0,5.0,10.0,2.0,0.0
2505,7.0,12.0,7.0,10.0,0.0,1.0
2506,1.0,12.0,4.0,11.0,4.0,0.0
2507,1.0,10.0,0.0,12.0,3.0,0.0
2508,3.0,10.0,5.0,12.0,8.0,1.0
2509,4.0,10.0,4.0,12.0,7.0,0.0
2510,1.0,10.0,2.0,12.0,2.0,0.0
2511,1.0,12.0,7.0,11.0,6.0,1.0
2512,9.0,12.0,9.0,11.0,0.0,1.0
2513,1.0,11.0,1.0,12.0,0.0,1.0
2514,4.0,11.0,2.0,12.0,3.0,0.0
2515,5.0,10.0,3.0,12.0,8.0,1.0
2516,5.0,11.0,0.0,12.0,5.0,1.0
2517,2.0,12.0,0.0,10.0,0.0,0.0
2518,2.0,11.0,0.0,12.0,2.0,1.0
2519,6.0,12.0,0.0,10.0,5.0,0.0
2520,4.0,11.0,4.0,12.0,0.0,1.0
2521,2.0,11.0,1.0,12.0,2.0,0.0
2522,7.0,11.0,2.0,12.0,4.0,0.0
2523,1.0,10.0,4.0,12.0,5.0,1.0
2524,3.0,11.0,2.0,12.0,0.0,0.0
2525,4.0,10.0,5.0,12.0,7.0,0.0
2526,0.0,12.0,3.0,11.0,2.0,0.0
2527,0.0,10.0,2.0,12.0,1.0,0.0
2528,0.0,10.0,3.0,12.0,2.0,0.0
2529,2.0,10.0,0.0,12.0,3.0,0.0
2530,1.0,12.0,1.0,10.0,2.0,0.0
2531,4.0,12.0,7.0,11.0,3.0,1.0
2532,3.0,10.0,2.0,12.0,4.0,0.0
2533,9.0,10.0,0.0,12.0,7.0,0.0
2534,9.0,11.0,3.0,12.0,5.0,0.0
2535,2.0,12.0,2.0,10.0,2.0,0.0
2536,1.0,10.0,4.0,12.0,5.0,1.0
2537,3.0,10.0,6.0,12.0,9.0,1.0
2538,8.0,10.0,1.0,12.0,8.0,0.0
2539,1.0,12.0,2.0,10.0,0.0,0.0
2540,6.0,11.0,5.0,12.0,1.0,1.0
2541,9.0,12.0,4.0,10.0,5.0,1.0
2542,2.0,10.0,2.0,12.0,4.0,1.0
2543,0.0,10.0,1.0,12.0,2.0,0.0
2544,8.0,11.0,0.0,12.0,8.0,1.0
2545,3.0,10.0,0.0,12.0,4.0,0.0
2546,3.0,11.0,3.0,12.0,0.0,1.0
2547,9.0,12.0,7.0,10.0,2.0,1.0
2548,7.0,11.0,6.0,12.0,0.0,0.0
2549,5.0,12.0,4.0,10.0,3.0,0.0
2550,6.0,12.0,5.0,10.0,1.0,1.0
2551,6.0,11.0,0.0,12.0,6.0,1.0
2552,3.0,10.0,1.0,12.0,3.0,0.0
2553,3.0,11.0,3.0,12.0,0.0,1.0
2554,1.0,11.0,1.0,12.0,0.0,1.0
2555,4.0,12.0,1.0,10.0,2.0,0.0
2556,8.0,12.0,5.0,10.0,4.0,0.0
2557,8.0,11.0,1.0,12.0,9.0,0.0
2558,8.0,11.0,8.0,12.0,1.0,0.0
2559,1.0,10.0,5.0,12.0,6.0,1.0
2560,1.0,12.0,9.0,11.0,9.0,0.0
2561,5.0,11.0,0.0,12.0,6.0,0.0
2562,8.0,11.0,8.0,12.0,0.0,1.0
2563,1.0,10.0,3.0,12.0,4.0,1.0
2564,9.0,12.0,4.0,10.0,3.0,0.0
2565,7.0,10.0,0.0,12.0,8.0,0.0
2566,1.0,10.0,3.0,12.0,4.0,1.0
2567,0.0,12.0,4.0,11.0,4.0,1.0
2568,6.0,11.0,0.0,12.0,7.0,0.0
2569,0.0,10.0,2.0,12.0,3.0,0.0
2570,9.0,11.0,5.0,12.0,4.0,1.0
2571,4.0,11.0,2.0,12.0,2.0,1.0
2572,5.0,10.0,4.0,12.0,8.0,0.0
2573,4.0,10.0,1.0,12.0,6.0,0.0
2574,8.0,11.0,3.0,12.0,4.0,0.0
2575,9.0,11.0,2.0,12.0,7.0,1.0
2576,9.0,11.0,0.0,12.0,9.0,1.0
2577,3.0,12.0,1.0,10.0,2.0,1.0
2578,1.0,10.0,5.0,12.0,8.0,0.0
2579,3.0,10.0,2.0,12.0,4.0,0.0
2580,2.0,10.0,0.0,12.0,2.0,1.0
2581,7.0,12.0,1.0,10.0,5.0,0.0
2582,4.0,11.0,4.0,12.0,0.0,1.0
2583,6.0,11.0,4.0,12.0,3.0,0.0
2584,7.0,11.0,0.0,12.0,6.0,0.0
2585,5.0,10.0,2.0,12.0,7.0,1.0
2586,4.0,10.0,4.0,12.0,6.0,0.0
2587,5.0,12.0,5.0,11.0,0.0,1.0
2588,2.0,12.0,0.0,10.0,2.0,1.0
2589,8.0,11.0,0.0,12.0,7.0,0.0
2590,1.0,10.0,6.0,12.0,9.0,0.0
2591,6.0,12.0,5.0,11.0,0.0,0.0
2592,1.0,12.0,5.0,11.0,5.0,0.0
2593,0.0,12.0,8.0,11.0,8.0,1.0
2594,8.0,11.0,7.0,12.0,1.0,1.0
2595,1.0,10.0,3.0,12.0,6.0,0.0
2596,3.0,12.0,3.0,10.0,2.0,0.0
2597,6.0,12.0,9.0,11.0,3.0,1.0
2598,0.0,10.0,2.0,12.0,3.0,0.0
2599,3.0,12.0,5.0,11.0,2.0,1.0
2600,7.0,11.0,5.0,12.0,2.0,1.0
2601,7.0,12.0,5.0,10.0,2.0,1.0
2602,5.0,12.0,3.0,10.0,3.0,0.0
2603,9.0,11.0,1.0,12.0,8.0,1.0
2604,0.0,10.0,1.0,12.0,1.0,1.0
2605,7.0,10.0,1.0,12.0,6.0,0.0
2606,1.0,12.0,9.0,11.0,8.0,1.0
2607,2.0,12.0,3.0,11.0,1.0,1.0
2608,5.0,12.0,3.0,10.0,4.0,0.0
2609,3.0,12.0,5.0,11.0,2.0,1.0
2610,8.0,11.0,1.0,12.0,8.0,0.0
2611,0.0,10.0,2.0,12.0,2.0,1.0
2612,9.0,11.0,2.0,12.0,8.0,0.0
2613,9.0,11.0,2.0,12.0,6.0,0.0
2614,0.0,10.0,6.0,12.0,5.0,0.0
2615,7.0,12.0,4.0,10.0,2.0,0.0
2616,3.0,10.0,5.0,12.0,8.0,1.0
2617,4.0,11.0,3.0,12.0,0.0,0.0
2618,1.0,12.0,7.0,11.0,6.0,1.0
2619,2.0,12.0,5.0,11.0,2.0,0.0
2620,4.0,10.0,1.0,12.0,5.0,1.0
2621,0.0,10.0,6.0,12.0,6.0,1.0
2622,3.0,10.0,4.0,12.0,7.0,1.0
2623,6.0,11.0,3.0,12.0,3.0,1.0
2624,7.0,12.0,5.0,10.0,2.0,1.0
2625,4.0,10.0,4.0,12.0,9.0,0.0
2626,4.0,11.0,4.0,12.0,0.0,1.0
2627,5.0,12.0,5.0,10.0,1.0,0.0
2628,6.0,10.0,0.0,12.0,5.0,0.0
2629,3.0,10.0,6.0,12.0,9.0,1.0
2630,3.0,10.0,5.0,12.0,8.0,1.0
2631,1.0,10.0,3.0,12.0,5.0,0.0
2632,0.0,12.0,5.0,11.0,5.0,1.0
2633,1.0,10.0,2.0,12.0,5.0,0.0
2634,5.0,11.0,3.0,12.0,3.0,0.0
2635,6.0,12.0,6.0,10.0,2.0,0.0
2636,7.0,11.0,1.0,12.0,7.0,0.0
2637,3.0,10.0,3.0,12.0,5.0,0.0
2638,8.0,10.0,1.0,12.0,9.0,1.0
2639,4.0,11.0,2.0,12.0,3.0,0.0
2640,6.0,10.0,3.0,12.0,7.0,0.0
2641,6.0,11.0,2.0,12.0,3.0,0.0
2642,1.0,10.0,6.0,12.0,7.0,1.0
2643,7.0,11.0,4.0,12.0,3.0,1.0
2644,5.0,11.0,2.0,12.0,2.0,0.0
2645,4.0,11.0,4.0,12.0,0.0,1.0
2646,0.0,10.0,2.0,12.0,3.0,0.0
2647,8.0,12.0,5.0,10.0,3.0,1.0
2648,0.0,12.0,8.0,11.0,8.0,1.0
2649,3.0,10.0,4.0,12.0,6.0,0.0
2650,3.0,12.0,5.0,11.0,2.0,1.0
2651,4.0,12.0,4.0,11.0,1.0,0.0
2652,3.0,10.0,5.0,12.0,9.0,0.0
2653,6.0,12.0,3.0,10.0,3.0,1.0
2654,6.0,12.0,3.0,10.0,3.0,1.0
2655,1.0,11.0,0.0,12.0,1.0,1.0
2656,0.0,10.0,3.0,12.0,4.0,0.0
2657,4.0,10.0,4.0,12.0,8.0,1.0
2658,0.0,11.0,0.0,12.0,1.0,0.0
2659,5.0,12.0,9.0,11.0,4.0,1.0
2660,2.0,12.0,1.0,11.0,0.0,0.0
2661,1.0,12.0,9.0,11.0,8.0,1.0
2662,8.0,11.0,4.0,12.0,3.0,0.0
2663,4.0,12.0,8.0,11.0,4.0,1.0
2664,2.0,11.0,2.0,12.0,0.0,1.0
2665,1.0,11.0,0.0,12.0,1.0,1.0
2666,5.0,11.0,2.0,12.0,2.0,0.0
2667,4.0,11.0,4.0,12.0,0.0,1.0
2668,1.0,10.0,6.0,12.0,6.0,0.0
2669,6.0,10.0,3.0,12.0,9.0,1.0
2670,5.0,11.0,3.0,12.0,3.0,0.0
2671,2.0,10.0,4.0,12.0,6.0,1.0
2672,4.0,11.0,1.0,12.0,2.0,0.0
2673,1.0,12.0,4.0,11.0,3.0,1.0
2674,4.0,12.0,7.0,11.0,3.0,1.0
2675,2.0,10.0,7.0,12.0,9.0,1.0
2676,6.0,11.0,6.0,12.0,0.0,1.0
2677,7.0,12.0,7.0,10.0,0.0,1.0
2678,7.0,11.0,2.0,12.0,5.0,1.0
2679,1.0,12.0,7.0,11.0,6.0,1.0
2680,7.0,11.0,7.0,12.0,1.0,0.0
2681,5.0,10.0,0.0,12.0,4.0,0.0
2682,8.0,11.0,3.0,12.0,5.0,1.0
2683,0.0,11.0,0.0,12.0,1.0,0.0
2684,6.0,10.0,0.0,12.0,6.0,1.0
2685,4.0,12.0,7.0,11.0,3.0,1.0
2686,3.0,12.0,4.0,11.0,0.0,0.0
2687,7.0,11.0,3.0,12.0,5.0,0.0
2688,6.0,12.0,6.0,11.0,0.0,1.0
2689,4.0,10.0,4.0,12.0,8.0,1.0
2690,2.0,12.0,0.0,10.0,0.0,0.0
2691,8.0,11.0,6.0,12.0,2.0,1.0
2692,1.0,10.0,5.0,12.0,5.0,0.0
2693,4.0,10.0,3.0,12.0,9.0,0.0
2694,9.0,12.0,3.0,10.0,4.0,0.0
2695,0.0,10.0,5.0,12.0,5.0,1.0
2696,1.0,10.0,4.0,12.0,5.0,1.0
2697,9.0,12.0,5.0,10.0,4.0,1.0
2698,9.0,12.0,1.0,10.0,7.0,0.0
2699,4.0,12.0,3.0,10.0,1.0,1.0
2700,1.0,12.0,3.0,11.0,2.0,1.0
2701,6.0,11.0,2.0,12.0,4.0,1.0
2702,2.0,10.0,3.0,12.0,5.0,1.0
2703,9.0,11.0,5.0,12.0,4.0,1.0
2704,3.0,11.0,2.0,12.0,1.0,1.0
2705,3.0,11.0,3.0,12.0,1.0,0.0
2706,8.0,12.0,6.0,10.0,3.0,0.0
2707,1.0,10.0,7.0,12.0,6.0,0.0
2708,6.0,10.0,3.0,12.0,9.0,1.0
2709,0.0,12.0,6.0,11.0,6.0,1.0
2710,4.0,12.0,2.0,10.0,3.0,0.0
2711,1.0,11.0,1.0,12.0,0.0,1.0
2712,4.0,10.0,0.0,12.0,5.0,0.0
2713,9.0,10.0,0.0,12.0,8.0,0.0
2714,5.0,11.0,1.0,12.0,4.0,1.0
2715,2.0,10.0,2.0,12.0,3.0,0.0
2716,1.0,12.0,1.0,10.0,2.0,0.0
2717,0.0,12.0,2.0,11.0,2.0,1.0
2718,4.0,11.0,9.0,12.0,1.0,0.0
2719,1.0,11.0,1.0,12.0,1.0,0.0
2720,6.0,10.0,1.0,12.0,7.0,1.0
2721,6.0,12.0,0.0,10.0,6.0,1.0
2722,1.0,10.0,3.0,12.0,4.0,1.0
2723,9.0,11.0,1.0,12.0,8.0,1.0
2724,9.0,12.0,9.0,11.0,0.0,1.0
2725,7.0,11.0,5.0,12.0,3.0,0.0
2726,0.0,10.0,1.0,12.0,1.0,1.0
2727,2.0,10.0,1.0,12.0,3.0,1.0
2728,8.0,12.0,2.0,10.0,4.0,0.0
2729,0.0,12.0,9.0,11.0,8.0,0.0
2730,3.0,10.0,4.0,12.0,7.0,1.0
2731,2.0,10.0,7.0,12.0,7.0,0.0
2732,0.0,10.0,9.0,12.0,9.0,1.0
2733,3.0,10.0,2.0,12.0,5.0,1.0
2734,4.0,10.0,1.0,12.0,6.0,0.0
2735,7.0,12.0,9.0,11.0,2.0,1.0
2736,1.0,12.0,6.0,11.0,5.0,1.0
2737,0.0,11.0,0.0,12.0,1.0,0.0
2738,2.0,12.0,4.0,11.0,1.0,0.0
2739,6.0,12.0,5.0,10.0,1.0,1.0
2740,8.0,11.0,4.0,12.0,5.0,0.0
2741,5.0,11.0,2.0,12.0,2.0,0.0
2742,4.0,11.0,2.0,12.0,2.0,1.0
2743,7.0,11.0,2.0,12.0,4.0,0.0
2744,8.0,11.0,4.0,12.0,3.0,0.0
2745,2.0,10.0,1.0,12.0,2.0,0.0
2746,8.0,11.0,6.0,12.0,1.0,0.0
2747,0.0,10.0,1.0,12.0,1.0,1.0
2748,6.0,12.0,9.0,11.0,3.0,1.0
2749,8.0,11.0,6.0,12.0,3.0,0.0
2750,8.0,11.0,1.0,12.0,7.0,1.0
2751,2.0,10.0,5.0,12.0,7.0,1.0
2752,7.0,12.0,7.0,10.0,0.0,1.0
2753,9.0,11.0,9.0,12.0,1.0,0.0
2754,7.0,11.0,1.0,12.0,6.0,1.0
2755,4.0,10.0,4.0,12.0,7.0,0.0
2756,9.0,11.0,3.0,12.0,5.0,0.0
2757,4.0,11.0,1.0,12.0,4.0,0.0
2758,1.0,10.0,0.0,12.0,1.0,1.0
2759,6.0,11.0,5.0,12.0,1.0,1.0
2760,7.0,12.0,0.0,10.0,7.0,1.0
2761,0.0,10.0,4.0,12.0,3.0,0.0
2762,5.0,12.0,4.0,10.0,2.0,0.0
2763,1.0,10.0,6.0,12.0,9.0,0.0
2764,7.0,11.0,7.0,12.0,0.0,1.0
2765,6.0,11.0,1.0,12.0,4.0,0.0
2766,2.0,10.0,1.0,12.0,2.0,0.0
2767,1.0,10.0,4.0,12.0,7.0,0.0
